	T cells	CD8 T cells	Cytotoxic lymphocytes	NK cells	B lineage	Monocytic lineage	Myeloid dendritic cells	Neutrophils	Endothelial cells	Fibroblasts
TCGA-L5-A4OF-11A	5.690729819	4.321928095	4.563708331	2.414641241	3.564264066	7.101625616	3.91702468	7.133894852	9.121911178	12.42068795
TCGA-L5-A4OG-01A	9.173585561	8.330916878	7.332476256	5.652983521	8.254629053	10.59966119	6.947254958	8.880405199	10.29887028	13.44624914
TCGA-L5-A4OG-11A	7.668921393	6.672425342	6.233157744	4.150056506	8.133960819	9.088150359	6.842481567	7.923042144	10.0107835	13.93779063
TCGA-L5-A4OH-01A	7.215249815	4.392317423	4.806395953	3.043546986	6.93650757	9.445078962	5.88716857	7.994759362	9.341488556	13.12514462
TCGA-L5-A4OI-01A	5.784635769	4.459431619	5.074785335	3.827302132	6.578317393	7.601660235	4.337790601	7.228444633	7.896172735	12.17999201
TCGA-L5-A4OJ-01A	7.054867038	5.321928095	4.554783241	3.468157178	7.002721289	9.036078295	5.37451076	7.473012996	9.532860038	12.32255898
TCGA-L5-A4OJ-11A	6.708574339	6.686500527	5.101547883	2.894084192	6.906131822	7.756693004	4.84767036	7.431353951	9.392497542	12.54091767
TCGA-L5-A4OM-01A	7.037944081	4.906890596	5.598245392	3.013917434	5.469091486	9.060030028	7.921790913	8.396123007	9.076771055	12.38950462
TCGA-L5-A4ON-01A	7.01850444	2.584962501	5.0413192	4.350409636	5.364551323	9.582889266	6.509655913	9.243030354	10.64309654	13.62302788
TCGA-L5-A4OO-01A	8.933998292	8.06608919	7.933291099	5.909848417	10.34872479	10.68587835	6.052513949	8.421446229	10.16005599	15.81588876
TCGA-L5-A4OO-11A	5.628522734	5.209453366	4.795819187	2.728213407	5.58885573	7.163083977	3.575051524	7.219680177	9.731629607	14.24787634
TCGA-L5-A4OP-01A	8.258316228	6.554588852	7.010678246	5.17782368	6.772733179	9.382896175	6.64026499	8.530402472	9.919591907	12.43867763
TCGA-L5-A4OQ-11A	5.569008617	4.857980995	5.382568032	3.413640511	3.92048074	9.881817939	5.036707276	8.501449456	11.67031045	17.05962184
TCGA-L5-A4OR-11A	6.240120262	5.64385619	4.753564883	2.770327497	6.742475786	7.15500559	4.597658997	6.845759163	8.887539218	11.74017599
TCGA-L5-A4OS-01A	8.49511356	8.754887502	6.591494451	4.559321533	9.464673863	11.18069287	6.639002381	9.647628125	10.67313881	14.47014826
TCGA-L5-A4OT-01A	8.394815415	6.06608919	5.751336046	3.246185612	7.672383408	10.6169004	7.151314387	7.654662628	10.45178943	15.08661109
TCGA-L5-A4OU-01A	8.198684632	7.794415866	8.285631222	6.771221026	9.299761374	10.89489332	6.551648042	7.977778337	9.804517858	13.6622838
TCGA-L5-A4OW-01A	8.882826164	5.906890596	5.817143906	3.837595841	8.112073795	10.01029692	7.415303494	9.069996403	9.694818015	13.99442775
TCGA-L5-A4OX-01A	8.167838135	7.257387843	6.820822032	4.023902273	6.949480551	9.125354854	5.22645182	7.26005676	10.23945944	12.73105254
TCGA-L5-A88S-01A	5.335360071	5.285402219	4.701248612	2.60595558	3.723001242	9.541773604	5.494084046	7.525411391	10.17085183	15.96197779
TCGA-L5-A88T-01A	7.849768493	5.95419631	5.556773398	3.721542871	8.022509434	9.103063252	8.771286223	8.875807634	9.805188886	14.07387627
TCGA-L5-A88V-01A	6.291827379	6	3.703552214	2.016963661	5.52930273	8.732940341	4.018843409	6.903166482	9.41025697	13.58473926
TCGA-L5-A88W-01A	5.037016201	3.321928095	3.887503555	2.779480745	3.092970096	9.491407298	5.981125782	8.527131838	8.840258276	13.77828996
TCGA-L5-A88Y-01A	8.099197028	5.426264755	5.88358119	4.53489578	4.812778672	10.5941255	7.203986014	9.794414577	10.17338944	13.71175628
TCGA-L5-A88Z-01A	6.36032127	4.95419631	6.155975101	2.699611071	5.685389026	9.785459907	6.759178281	8.233027129	9.413330159	13.84452905
TCGA-L5-A891-01A	6.023393546	7.199672345	4.608111566	2.594829955	2.846451094	8.623194633	3.890252232	8.065349791	8.468530583	13.27801213
TCGA-L5-A893-01A	9.043597232	7.77478706	6.452168993	5.115227315	11.1490581	9.667292068	8.025493001	8.876112367	9.830529682	13.37770179
TCGA-L5-A8NE-01A	7.763242625	5.807354922	5.397284398	4.137690007	6.334495678	8.486911255	5.415558134	8.666791007	8.796883075	12.95400678
TCGA-L5-A8NF-01A	6.581079435	6.06608919	3.894483007	3.068408419	4.578952887	8.430056301	4.450761853	8.418102859	9.548954248	13.07403027
TCGA-L5-A8NG-01A	8.091612044	6.303780748	6.356806332	4.439678918	10.14890859	9.998095466	6.722385771	8.52236193	10.32880855	14.37835196
TCGA-L5-A8NH-01A	8.213804537	6.087462841	6.692352544	4.532042726	8.5045745	9.865769502	6.633751298	8.383359026	10.03157668	12.65868994
TCGA-L5-A8NI-01A	7.744228992	7.614709844	6.661139127	3.364300822	5.038227975	9.516675111	5.791736668	7.588850659	10.08176087	15.33258328
TCGA-L5-A8NJ-01A	5.701510777	7.076815597	4.187055203	2.568918473	6.539034029	7.058894194	4.786826215	6.917480946	7.5777072	11.10130157
TCGA-L5-A8NK-01A	8.139339955	6.169925001	6.213702481	3.819565786	6.612612824	8.620801589	8.884728807	8.337404006	9.299185346	13.05584654
TCGA-L5-A8NL-01A	7.305963583	5.754887502	5.432183142	3.400519635	6.781865413	10.96496036	6.055484321	8.563719233	11.37905849	16.21400778
TCGA-L5-A8NM-01A	8.318162689	8.194756854	6.985388074	5.821241422	6.895180373	10.01329439	6.097244883	8.738104132	8.815406405	13.40758441
TCGA-L5-A8NN-01A	7.344098524	8.573647187	5.82913572	3.980562775	6.713061401	10.27654014	6.373880628	8.768585097	9.409145252	12.36290036
TCGA-L5-A8NQ-01A	6.506677174	5.672425342	4.614149207	3.129873579	6.358917285	8.453342263	5.536553516	7.366849916	7.674482635	12.47947341
TCGA-L5-A8NR-01A	6.417634121	4	5.678907117	3.036801231	5.238476398	9.30280852	4.333767827	7.725253578	8.888384225	14.17404568
TCGA-L5-A8NS-01A	7.790379406	6.569855608	6.916170259	3.847166228	6.654759522	9.660031542	5.563196262	8.050882591	9.094663629	14.45807419
TCGA-L5-A8NT-01A	8.017728405	6.169925001	6.114238221	3.573428157	9.501241942	10.5201551	7.880812347	8.671998824	10.77786009	15.62032891
TCGA-L5-A8NU-01A	9.300182182	7.434628228	6.414835708	4.114002929	10.15358676	10.35566651	8.519403457	8.352319498	10.79838158	14.79233691
TCGA-L5-A8NV-01A	8.175842147	7.076815597	5.898887833	4.164389129	9.913907723	10.33242119	6.83678255	8.455147452	10.0537912	13.77838831
TCGA-L5-A8NW-01A	8.652101048	7.409390936	6.823907555	4.668261917	6.626899648	10.74457245	7.736602337	8.89080776	10.13763238	13.91411536
TCGA-L6-A4EP-01A	5.760104787	6.894817763	4.294833293	2.450916289	5.023637617	7.899661621	6.499761737	6.923741744	8.694336802	10.61767804
TCGA-L6-A4EQ-01A	5.353410662	5.906890596	4.997208357	3.194664242	4.920032278	8.396424326	6.000360852	6.767677926	9.669503758	9.7642163
TCGA-L6-A4ET-01A	5.168521757	6.409390936	3.978793582	2.128660903	5.034760785	7.707988113	5.857861354	6.963549156	9.740698143	9.747944825
TCGA-L6-A4EU-01A	7.171389376	6.754887502	5.316620203	1.751926882	5.203204791	9.891881699	9.754039087	8.012513387	9.621534555	13.17296554
TCGA-L7-A56G-01A	7.824954976	6.409390936	6.302653758	3.157196491	4.476895237	8.445959697	7.436656374	8.410807259	9.313805952	12.72697888
TCGA-L7-A6VZ-01A	6.595137937	6.06608919	5.454317068	3.989696732	7.141725146	9.438668259	6.057262685	8.007749404	9.969734347	12.06176911
TCGA-L9-A443-01A	7.158313525	6.714245518	6.188021726	2.965404288	7.362424704	9.285488769	7.929175481	7.887871624	9.519284052	13.4937197
TCGA-L9-A444-01A	8.642350926	9.103287808	7.474828569	4.987205365	9.024457987	10.13729624	6.359711357	6.756128012	9.185996304	13.23585951
TCGA-L9-A50W-01A	7.595566487	5.459431619	4.168813997	2.25645688	7.707187038	9.905237617	9.392445061	8.867189011	9.856395115	12.84531964
TCGA-L9-A5IP-01A	6.88281163	6.820178962	5.683005488	4.352006124	5.454421597	10.55689873	4.894428491	9.210105704	9.154432789	12.44664161
TCGA-L9-A743-01A	8.888880094	8.129283017	6.298289754	3.795133127	9.801203049	10.95173342	8.956581583	8.695972353	10.00809105	14.35689754
TCGA-L9-A7SV-01A	6.685825077	6.044394119	5.276581513	4.048840756	7.823537865	9.408662512	6.07016079	6.922754619	9.251188165	11.59334475
TCGA-L9-A8F4-01A	8.894735366	8.558420713	6.783063037	3.585987256	9.51249709	10.67372055	6.44315646	7.37578904	8.68134266	13.73905337
TCGA-LA-A446-01A	6.642298767	5.977279924	5.383270555	2.706213158	8.515237188	8.631580982	6.703458387	7.942824485	8.732434287	12.08940574
TCGA-LA-A7SW-01A	5.480298006	3.459431619	4.722839289	2.201781216	4.948213585	9.628200657	4.412735661	7.778896979	8.800305506	13.57478779
TCGA-LB-A7SX-01A	6.529994826	7.826548487	4.747496308	3.103178472	7.435644925	8.396144434	5.952165631	8.359557339	8.695086707	13.57396778
TCGA-LB-A8F3-01A	5.141457175	4.247927513	3.388302107	2.29241275	3.738355821	8.26406859	4.468768345	7.774939079	8.977764264	13.84005546
TCGA-LB-A9Q5-01A	5.602512069	5.857980995	4.269067817	2.404333471	5.306282584	9.552844432	6.690907182	8.504949695	8.852041164	13.46583188
TCGA-LC-A66R-01A	7.388642357	7.21916852	5.825097713	2.570280303	6.892631953	9.072168332	5.496831051	6.326358165	8.481095144	12.79426769
TCGA-LD-A66U-01A	8.132251404	8.768184325	6.139801495	3.583652692	7.391450435	9.121320554	7.117593027	6.813970551	9.132398061	15.07852927
TCGA-LD-A74U-01A	6.688981055	6.820178962	5.782948571	3.325872256	6.027947512	10.37723055	6.436961798	6.760297343	10.31653109	15.52901029
TCGA-LD-A7W6-01A	6.969078779	7.459431619	5.538461407	3.035822884	6.211227708	8.998735788	5.281382431	6.902215399	9.737382347	14.08037907
TCGA-LD-A9QF-01A	8.903475755	8.584962501	6.753706155	4.149849199	8.777689983	11.01950155	8.20876031	7.178937673	9.774220508	15.1070517
TCGA-LG-A6GG-01A	4.091329726	2	2.426243742	1.904071353	1.545790277	8.469761594	4.206515837	6.616152692	8.350297419	8.805987968
TCGA-LG-A9QC-01A	3.634327585	1.584962501	3.069029661	1.893400616	1.450916289	7.259622738	3.132199477	6.190441579	8.233521353	10.29392347
TCGA-LG-A9QD-01A	4.974369604	4.857980995	4.230556781	2.641963661	5.232515845	7.832398168	4.029314138	7.356595906	7.677589755	9.905413954
TCGA-LH-A9QB-06A	5.509702745	3.321928095	5.352529513	3.68559962	2.507713588	7.290364339	5.303074801	5.518686669	8.262566473	11.48572116
TCGA-LI-A67I-01A	3.092654242	2	3.022788439	0.953669578	1.601722649	8.614619044	4.153886342	4.77150237	7.785398025	14.41833664
TCGA-LI-A9QH-01A	4.694840327	3	2.624228192	1.792342048	2.671142154	8.719893467	4.207240486	5.57004005	9.501806254	13.72250529
TCGA-LK-A4NW-01A	5.937889583	5.087462841	5.734660096	5.244996928	7.143290872	9.118832254	5.288830989	6.874035283	10.18093808	14.38582469
TCGA-LK-A4NZ-01A	6.98353569	7.851749041	5.637237991	5.800559986	7.938325932	9.339759592	6.29549533	6.98391138	9.867355504	13.98252598
TCGA-LK-A4O0-01A	7.122929312	7.864186145	5.519077726	3.642213652	8.685566583	10.65562626	5.593366074	5.858633805	9.477099283	14.45742494
TCGA-LK-A4O2-01A	6.136607082	5.247927513	4.454754305	2.720633238	4.619827518	10.9581768	6.545687684	7.109364153	8.685749197	13.45331256
TCGA-LK-A4O4-01A	6.724993469	8.303780748	6.373941996	4.49160619	8.141124215	9.93914	7.19650294	8.805331954	10.34094641	12.06897719
TCGA-LK-A4O5-01A	7.674465897	8.392317423	6.893170436	4.951092706	5.29069131	10.31217171	6.877001396	6.780151368	8.219690486	13.60426294
TCGA-LK-A4O6-01A	6.967054429	6.228818691	5.103884703	3.451632852	7.768235746	8.045400134	4.418378439	6.678302635	9.326231162	14.88617908
TCGA-LK-A4O7-01A	5.546087544	6.475733431	4.939335525	2.52775502	3.806159075	8.117280748	4.494781199	6.769671936	8.081765851	13.83339273
TCGA-LL-A440-01A	7.855717174	6.658211483	6.004345451	3.225776219	6.512006876	11.2824238	8.337626204	8.066117195	10.78690194	16.90047769
TCGA-LL-A441-01A	9.709036842	8.84862294	7.271862619	3.698203426	12.88074724	10.40655681	9.021410918	6.976101903	9.877990716	14.62802851
TCGA-LL-A442-01A	4.504695847	3.807354922	4.784089722	2.565521798	3.129889397	9.922877433	4.704252599	6.697127235	9.935656399	11.55420742
TCGA-LL-A50Y-01A	5.807999212	6.754887502	4.188151479	1.277093232	7.49740315	8.433887961	7.692444967	5.343175019	8.034333996	12.74742454
TCGA-LL-A5YL-01A	6.994630153	7.636624621	5.590572556	2.38176194	8.233723018	9.35519338	6.542281537	6.926614127	8.841447774	13.81311428
TCGA-LL-A5YM-01A	5.035201018	6.14974712	4.70283736	1.754521702	3.832626844	8.198586737	3.804339134	6.135858089	8.527027101	12.98779447
TCGA-LL-A5YN-01A	9.079697032	9	6.001064355	3.199045538	9.9627279	9.658602693	8.41332367	6.363745175	7.974720818	13.36881314
TCGA-LL-A5YO-01A	9.198417796	9.82336724	7.027020326	4.351274666	10.527451	11.05697973	8.636037458	6.644498915	8.310374771	13.67093178
TCGA-LL-A5YP-01A	6.59094572	5.459431619	5.163536063	2.596964144	6.0580918	9.876681685	6.579492706	6.377927931	9.198393235	15.01317029
TCGA-LL-A6FP-01A	3.566927251	3.459431619	2.818920814	1.219360938	2.155842575	7.211735195	5.109750201	5.710148273	7.88388291	11.82140204
TCGA-LL-A6FQ-01A	4.781127603	5.321928095	3.590230499	1.049039678	2.996039316	8.91870112	5.277020235	5.679922478	8.050546729	13.58127925
TCGA-LL-A6FR-01A	4.111873459	9.273795599	3.496250685	0.698120313	2.914887068	7.926803729	3.050671734	5.242570897	7.249482737	14.6930265
TCGA-LL-A73Y-01A	8.250889057	8.06608919	6.155376037	3.000784938	8.799952049	9.70444597	8.722772686	6.560333596	10.31609162	14.76206434
TCGA-LL-A73Z-01A	7.429557522	7.348728154	5.945212628	3.210884177	6.660924674	10.21657957	6.685697861	6.265114053	10.01661468	14.60162282
TCGA-LL-A740-01A	6.159158311	4	4.110932946	1.924039678	4.116483172	10.57249405	7.30350437	7.349411333	9.592317818	14.99902643
TCGA-LL-A7SZ-01A	7.581283345	7.577428828	4.881072157	3.085987256	7.605868507	9.55758049	6.842305569	5.476803442	7.546669484	13.10860473
TCGA-LL-A7T0-01A	6.724118021	6.95419631	4.812782515	2.314554842	6.23900114	8.944445473	5.785184391	5.928712963	7.999995343	13.43911601
TCGA-LL-A8F5-01A	6.8051119	7.636624621	6.332634223	3.671668685	7.328056215	9.218638027	6.192724347	5.494043102	8.479966417	13.33715413
TCGA-LL-A9Q3-01A	6.211384739	7.055282436	4.676404208	1.957722262	4.041692536	9.312644841	5.156258904	5.428754951	8.008944888	13.93856332
TCGA-LN-A49M-01A	6.141029854	2	4.30074298	2.664641241	4.954127071	9.549435605	6.081923497	7.495560945	9.56729171	14.52408153
TCGA-LN-A49O-01A	8.454631277	8.027905997	7.686264942	3.894880165	5.467818776	10.52492593	6.273281711	7.145614913	9.41104598	13.33147515
TCGA-LN-A49P-01A	8.979890987	8.710806434	7.94591814	5.81667704	7.146215202	11.55069059	8.407085961	7.656770514	9.38124566	14.74118618
TCGA-LN-A49S-01A	8.050109962	6.794415866	6.254192115	4.110025875	7.404002649	9.730021931	8.543138739	9.511302099	8.786083786	12.78503102
TCGA-LN-A49U-01A	5.363773068	2.807354922	5.253022541	2.357299236	4.251437478	9.047167882	5.01922942	7.507161288	9.079607171	15.79769218
TCGA-LN-A49W-01A	8.693928396	8.519636253	7.591340419	4.995182526	9.577784071	11.39139798	8.807772333	8.619188584	10.00041112	15.42733794
TCGA-LN-A49X-01A	7.22562332	6.658211483	6.820394168	4.557560944	9.069892335	9.637619214	6.254623748	7.418051375	9.833860612	15.88299246
TCGA-LN-A49Y-01A	5.901691253	5.321928095	4.217969091	3.133754633	5.784812833	7.89081768	4.721564773	6.66371333	8.725658828	13.56427558
TCGA-LN-A4A1-01A	5.499202429	3.321928095	4.146860054	2.484264607	4.215649025	9.750206905	6.846871526	7.009364893	8.420972227	14.37640629
TCGA-LN-A4A3-01A	6.8140982	4.906890596	4.594939833	3.064277614	8.380870771	9.142232065	5.881185094	8.958079651	8.952896701	12.86076183
TCGA-LN-A4A4-01A	5.982298645	3.321928095	4.827590545	2.685138208	5.2662396	8.365221916	6.152104946	6.466614433	9.437933812	15.50978365
TCGA-LN-A4A5-01A	7.670855001	5.584962501	6.074470951	3.599022132	6.040129778	10.25746318	8.908146426	7.498802864	9.882768759	15.94622397
TCGA-LN-A4A8-01A	8.587720281	6.714245518	5.962556957	4.214093153	7.76798433	9.867415601	7.498151553	7.693170665	9.572005621	15.94956352
TCGA-LN-A4A9-01A	8.442247364	6.918863237	6.628290466	5.455426855	4.573837327	10.91465683	8.418449516	7.725498781	8.688374158	14.75481404
TCGA-LN-A4MQ-01A	5.877627555	3.169925001	5.631902367	2.341520928	3.535079924	7.22137673	5.831374491	8.138897317	9.112904944	13.04540922
TCGA-LN-A5U5-01A	7.083208916	6.554588852	6.309286593	3.729829936	7.639766498	10.22749658	6.658360588	8.894789004	8.846647147	12.9413945
TCGA-LN-A5U6-01A	6.693761689	5.426264755	6.238007625	4.057298198	4.786387283	10.03320957	5.276204408	7.452279108	9.22359269	15.12975912
TCGA-LN-A5U7-01A	6.517868004	4.247927513	5.840542256	3.411947578	5.185155517	9.393823083	5.471854126	7.532819754	8.582662496	13.45488604
TCGA-LN-A7HV-01A	5.6204947	4.584962501	5.599690629	3.507887267	5.208474834	9.306594841	5.002824782	8.188668052	9.208164611	12.95401813
TCGA-LN-A7HW-01A	5.603691504	0	5.770984295	2.294311307	3.102601057	9.464142061	5.251382057	6.893612168	9.017168613	16.25378065
TCGA-LN-A7HX-01A	6.428313307	5.169925001	4.268912329	3.908714878	4.999310088	10.08365922	6.773361014	7.899846104	8.979688074	14.30782192
TCGA-LN-A7HY-01A	7.094986108	8.942514505	6.371104796	4.353972509	7.13810391	9.547446068	6.575200991	6.673801076	9.400483477	15.78052944
TCGA-LN-A7HZ-01A	7.871361958	8.957102042	7.857903603	3.888807785	5.433363807	10.65050418	6.000404438	7.206340954	8.534905203	14.20367836
TCGA-LN-A8HZ-01A	6.779687723	4.523561956	5.648790394	2.546586881	6.809088954	8.822991201	6.478766547	8.28292083	8.662969898	13.2446154
TCGA-LN-A8I0-01A	6.374759523	4.584962501	5.962146319	3.867622351	4.964355676	9.066471803	6.277044431	7.685042191	8.215914697	14.61265746
TCGA-LN-A8I1-01A	7.928344552	8.154818109	7.740088739	4.670986853	5.856374467	9.516973474	5.597693196	8.485638508	8.201364651	12.85585769
TCGA-LN-A9FO-01A	8.495241238	8.434628228	7.75805638	6.385825707	7.816188128	9.351467385	6.985549536	8.48880751	8.730803309	12.87672931
TCGA-LN-A9FP-01A	7.282009103	6.523561956	5.809699924	3.243269049	7.54903946	9.557983606	7.207804246	7.996802686	11.42126744	16.04301328
TCGA-LN-A9FQ-01A	5.997490953	4	5.153133509	3.014183277	4.377600154	9.64903766	6.993248094	8.030985621	8.860273975	15.44132084
TCGA-LN-A9FR-01A	6.504628118	5.129283017	6.12847313	2.537224806	5.33388688	10.81512101	7.515144106	7.331328347	9.555641621	16.57660359
TCGA-LP-A4AU-01A	7.325976613	7.988684687	6.326926798	4.556301685	5.197654928	8.797651039	4.666022633	9.029025583	9.089097448	12.5625277
TCGA-LP-A4AV-01A	6.761936308	8	4.834885012	2.056401389	4.58094191	8.457592906	6.286411455	6.021503635	6.276609139	11.80991152
TCGA-LP-A4AW-01A	6.865883715	6.06608919	4.189877757	2.174240834	6.335552326	8.549800548	7.754074047	7.74909204	9.60588901	14.62160981
TCGA-LP-A4AX-01A	8.30000303	8.942514505	7.629188482	5.04909541	7.152094773	10.52134313	5.823967554	7.58471859	8.583802249	11.6358483
TCGA-LP-A5U2-01A	6.534662937	7.781359714	5.334049047	3.434413987	5.067172719	7.625101417	6.992749529	5.847849145	6.936030417	10.76082556
TCGA-LP-A5U3-01A	7.442387563	7.531381461	5.923344979	3.891341625	4.905981082	9.508408728	7.671978378	7.09000402	7.276413146	9.324897755
TCGA-LP-A7HU-01A	7.555623833	7.857980995	5.996116802	3.744841268	5.044629936	9.505725534	7.006826528	5.59913499	7.204543319	12.07556261
TCGA-LQ-A4E4-01A	4.640569571	6.108524457	3.654227452	1.622963274	3.033304285	7.997351694	3.538332047	6.347298685	8.581003574	13.16398206
TCGA-LT-A5Z6-01A	6.909585929	6.768184325	4.917903991	2.966989945	5.628937863	8.085376947	6.302251876	6.975442923	8.029989282	10.34656455
TCGA-LT-A8JT-01A	6.887457119	6.087462841	3.625359066	1.96168587	6.309802723	7.729153565	6.308116127	7.006239998	7.875716734	11.45980456
TCGA-M7-A71Y-01A	5.378501271	6.523561956	3.487197871	1.834714955	4.212503102	7.580557234	4.948098067	6.574258083	7.575919862	13.0513327
TCGA-M7-A71Z-01A	3.362389193	3.321928095	2.255865874	0.771240625	2.593802391	6.833742048	2.984481766	5.330247681	6.890382907	11.14201483
TCGA-M7-A720-01A	5.896972594	6.169925001	4.647176708	1.739484922	6.77383751	8.233973838	5.468726937	7.214423137	8.43816661	12.97984197
TCGA-M7-A721-01A	5.574201116	5.754887502	4.331083777	1.953156528	6.115150591	8.149087275	5.121855248	6.591715636	8.809703815	12.91542125
TCGA-M7-A722-01A	3.850815543	4	2.684916552	0.375	3.256822683	6.688531781	3.459773273	5.214795968	6.126318661	11.04731661
TCGA-M7-A723-01A	6.470868188	7.257387843	5.444462915	2.910295564	5.163586777	8.344362287	5.703863284	6.021865933	8.629424229	13.16003261
TCGA-M7-A724-01A	2.998942498	1.584962501	1.687683027	0.646240625	2.800131551	6.949350493	2.295797843	5.791444707	8.043344641	9.491355496
TCGA-M7-A725-01A	4.633213051	5	2.886800091	1.240601563	5.255489521	8.540489121	3.446735745	6.674092173	7.82109765	12.37282381
TCGA-M8-A5N4-01A	5.761049544	5.392317423	4.204363627	3.010849961	4.915998889	9.877009833	4.767766729	8.020045147	8.934825832	14.94124407
TCGA-M9-A5M8-01A	7.221606381	5.491853096	5.459246939	4.291862377	8.164366614	9.079055302	5.081922492	9.055239901	9.451523108	13.57110677
TCGA-MA-AA3W-01A	8.785008318	9.164906927	7.328876286	5.2505237	7.88208469	10.2986213	10.15794666	7.724293927	7.625378768	10.82842919
TCGA-MA-AA3X-01A	6.710951269	5.672425342	4.575804194	2.78639184	4.226822578	10.14129547	5.450857869	8.321522341	8.282626516	12.21121299
TCGA-MA-AA3Y-01A	8.117461656	8.30833903	6.818479007	4.2114792	7.46708545	10.3954389	6.869386157	7.421256284	8.343592951	12.776542
TCGA-MA-AA3Z-01A	7.875918034	8.614709844	5.965494908	4.671675245	4.742236866	8.689863634	8.367314223	7.063759924	6.804305016	9.122731131
TCGA-MA-AA41-01A	6.547059736	6.614709844	5.374139908	4.629039977	4.415576661	8.565100365	7.176263754	6.394934641	6.819032393	11.08658093
TCGA-MA-AA42-01A	9.154999051	10.59712143	8.215963952	5.680156993	8.149991574	11.06927194	8.648625801	6.128676603	7.44290271	10.65652492
TCGA-MA-AA43-01A	6.130757443	2.807354922	4.544087416	2.515099975	5.544374585	8.703477861	6.747964744	8.181854164	9.203967806	14.18376817
TCGA-MB-A5Y8-01A	4.559346042	5.209453366	4.746301887	1.820280303	2.905764287	10.340975	5.780864537	5.658263241	8.501359858	15.33627642
TCGA-MB-A5Y9-01A	7.559827837	9.768184325	6.057756242	3.62074835	4.510026934	11.45652857	6.378289156	6.505326686	8.697141838	13.18430186
TCGA-MB-A5YA-01A	5.292189418	5.087462841	4.359602634	3.364276355	2.761664299	8.759360671	4.373400397	5.471721482	9.573893288	14.15824802
TCGA-MB-A8JK-01A	6.365976434	7.033423002	5.818786128	4.441288555	3.945470863	10.10664657	5.338801349	6.483772418	11.01362666	14.60416639
TCGA-MB-A8JL-01A	5.638808501	5.754887502	4.263084289	2.480441067	3.552004912	9.239747371	4.329493448	5.659314781	9.080594995	15.80180102
TCGA-MF-A522-01A	5.924924656	5.977279924	5.748999094	2.789887068	3.261136368	8.313258158	4.387229679	6.879876778	6.753258303	11.48377788
TCGA-MG-AAMC-01A	4.438889484	5.459431619	3.907546799	0.875	2.961849144	6.904544409	3.425364793	5.627334412	6.86323321	10.90235464
TCGA-MH-A55W-01A	7.052423469	5.459431619	4.330405502	1.73379559	3.06798683	8.426049393	5.757081317	6.334058311	6.928923249	7.102528127
TCGA-MH-A55Z-01A	6.20833952	5.285402219	5.656186881	2.93293799	3.433926115	9.61018528	4.724657168	6.511797905	7.744505147	7.997247109
TCGA-MH-A560-01A	4.392384974	4.700439718	2.928861643	1.287401002	2.616479971	8.460750819	4.268076163	6.176568583	7.679194657	9.264536145
TCGA-MH-A561-01A	7.039171399	6.339850003	4.70902093	1.50960195	5.624262062	10.23802648	5.544545046	6.929368524	7.971911432	10.32388379
TCGA-MH-A562-01A	7.028974327	8.103287808	5.5340247	3.302975792	3.831536456	9.972122168	4.360516163	7.109769363	7.08251329	8.85269856
TCGA-MH-A854-01A	6.244833919	5.459431619	4.257098863	1.88460195	4.092671749	8.223293801	6.048407342	7.089664999	7.373402636	9.917931536
TCGA-MH-A855-01A	7.540478801	8.603626345	6.022941101	4.364997927	6.511274569	11.19993894	6.510154468	7.19260909	8.649883482	10.97584735
TCGA-MH-A856-01A	5.676773922	3.700439718	3.800691758	2.181401389	4.431205024	8.987540528	7.884232225	8.253809022	7.841998062	10.42034908
TCGA-MH-A857-01A	5.27567319	3.700439718	4.767868911	2.549842961	3.821324762	7.944548291	4.173033496	6.998471966	8.509977959	9.821268361
TCGA-MI-A75C-01A	5.820432407	4.321928095	3.977876827	2.89136389	2.633453585	8.008040193	3.263630279	6.795013352	7.01108725	7.785831942
TCGA-MI-A75E-01A	5.952919297	6.044394119	4.552918418	2.505505232	4.499785764	8.953592218	5.531374987	7.834060972	8.968226838	11.98904304
TCGA-MI-A75G-01A	3.729245567	3.459431619	2.855900056	1.190200055	2.780842575	7.79238041	2.661204376	7.771179132	7.789909007	8.654753915
TCGA-MI-A75H-01A	5.670008575	6.285402219	5.285616839	4.468462666	2.907672631	8.475710289	5.285387097	6.411972497	8.381201315	9.094284033
TCGA-MI-A75I-01A	4.780424274	5.321928095	3.620731332	1.771240625	3.315179927	8.675973756	4.700822468	8.035492922	7.806203572	9.191179265
TCGA-MJ-A68H-01A	4.606661552	2.584962501	3.749517971	1.785675277	2.337243964	7.739360539	5.788156092	6.285198156	9.759609417	14.56865089
TCGA-MJ-A68J-01A	6.649287002	5.491853096	4.074154112	1.801173867	4.145349276	9.366664799	9.322968212	6.68403743	9.890335155	16.17679111
TCGA-MJ-A850-01A	4.985046182	4.169925001	3.771656266	1.24929418	3.264916248	8.081391931	4.544411218	6.994193198	9.053484173	14.18595362
TCGA-MK-A4N6-01A	6.809735759	6.584962501	5.916277529	2.872571493	5.798284328	10.20726394	7.153673115	7.511750384	8.885125919	13.06993367
TCGA-MK-A4N7-01A	5.080098482	5.169925001	4.431353904	1.877709255	4.59139343	8.907352544	6.349461824	7.76159766	9.659322986	12.03848061
TCGA-MK-A4N9-01A	6.131545377	7.159871337	5.542403892	2.284151601	5.071111437	8.031542871	5.985667823	7.179619884	9.648341364	11.09855783
