	T cells	CD8 T cells	Cytotoxic lymphocytes	NK cells	B lineage	Monocytic lineage	Myeloid dendritic cells	Neutrophils	Endothelial cells	Fibroblasts
TCGA-DM-A1DA-01A	5.409653441	5.459431619	3.701370116	2.223882639	4.156499345	7.960562003	3.583691346	5.949101551	7.401816386	12.12174504
TCGA-DM-A1DB-01A	7.014553122	9.885696373	4.940551344	2.825047194	5.44973158	8.270162095	5.723445222	6.190066534	8.220930648	11.2102327
TCGA-DM-A1HA-01A	5.085879859	6.442943496	4.652899154	2.381284226	3.702993891	6.341082915	2.492789858	5.374337173	6.903410596	10.28729686
TCGA-DM-A1HB-01A	4.616626758	1	3.293143825	2.161755789	3.779705806	7.444552474	5.35214817	6.841744525	8.051345023	12.83239209
TCGA-DM-A280-01A	3.894011346	4.584962501	2.428407833	1.919968695	2.180392226	6.961189998	3.360141475	6.894643748	7.439783668	12.84978855
TCGA-DM-A282-01A	4.643450804	6.95419631	2.816102152	1.415241012	3.45535127	7.337145144	4.192086262	5.780653458	7.879625794	13.0425703
TCGA-DM-A285-01A	4.866940532	6.189824559	3.059240748	2.410427876	3.964771382	7.724295691	4.507130035	6.627853042	8.479108846	14.11029849
TCGA-DM-A288-01A	3.055432196	4	2.030617017	0.948120313	2.721529655	6.37842596	2.063229728	5.377426765	6.951322955	11.24597791
TCGA-DM-A28A-01A	5.26781575	6.357552005	4.326887754	2.064277614	4.399959278	7.904268105	3.014673809	6.165774374	8.040674473	13.8722198
TCGA-DM-A28C-01A	4.666767259	2.807354922	2.430325049	1.407835268	4.206421521	6.989753195	3.369181233	5.60253383	7.367462967	11.38723506
TCGA-DM-A28E-01A	5.248483808	4.584962501	2.254947835	1.332722262	3.906934448	6.300481791	3.714919104	5.871601755	6.983207731	10.35819675
TCGA-DM-A28F-01A	6.268552635	5.459431619	3.555477259	1.956605622	6.722199589	6.810376832	3.583671917	5.903368237	7.43953881	12.22579539
TCGA-DM-A28G-01A	6.223975308	7.118941073	3.9593676	2.023559118	4.989216394	7.588116347	5.089965192	5.509608915	7.805100337	11.65719994
TCGA-DM-A28H-01A	5.161054863	7.189824559	2.836673901	0.988361324	5.662268284	7.558856684	2.91351761	6.002395758	7.67736821	11.79051693
TCGA-DM-A28K-01A	4.432217989	5	3.578003174	1.65275502	3.342704151	7.837382425	2.070606866	5.658005509	7.744361326	11.12362935
TCGA-DM-A28M-01A	5.086658393	7.539158811	3.393337201	1.344256546	3.642694795	6.684956559	4.210993727	6.541551594	7.329651352	11.10918284
TCGA-DO-A1JZ-01A	4.466738232	10.93147623	4.465194981	2.125351877	4.049022998	8.387851214	4.237705844	6.91806692	9.479457315	10.36463892
TCGA-DO-A1JZ-11A	4.955153923	3.906890596	4.396043475	2.854431904	3.871571046	8.596042429	5.29910487	6.974216506	10.02055358	10.63169332
TCGA-DO-A1K0-01A	5.654879248	5.672425342	4.196864426	1.687605235	4.612309714	8.718568688	6.34586648	7.894625837	9.980185667	10.99192364
TCGA-DO-A2HM-01B	9.554903916	9.124121312	7.110898961	4.382477848	11.83710344	11.3809015	9.998954376	8.491557374	9.924015499	13.24322326
TCGA-DQ-5624-01A	7.339926316	4.64385619	4.404642895	2.734673998	5.796204806	9.023677014	9.286291965	7.800847829	9.03271468	14.72120416
TCGA-DQ-5625-01A	8.013490475	9.483815777	6.659075374	3.984450474	3.584975545	10.29481179	8.419678597	7.587341911	8.832891005	13.55501857
TCGA-DQ-5629-01A	5.164604525	3.321928095	4.649743095	2.482271914	4.647616801	7.202112772	4.691936838	6.494220677	8.218911955	13.32238134
TCGA-DQ-5630-01A	7.68076657	7.417852515	7.526687642	5.669903602	5.673353033	10.39338541	8.003957953	7.613412953	8.857244998	14.8201355
TCGA-DQ-5631-01A	6.23151521	2	3.402551596	2.046199668	5.423257766	8.833390145	7.488921099	6.430302294	9.899350839	15.25117535
TCGA-DQ-7588-01A	3.458456122	2.807354922	2.656448701	0.969360938	2.443561351	5.886116724	3.748774229	6.578528357	7.029953226	10.99881275
TCGA-DQ-7591-01A	8.617825618	8.348728154	6.192987597	4.132583432	8.875400472	9.61306717	8.488070368	7.020192938	8.304042643	11.56844008
TCGA-DQ-7592-01A	7.270889071	6.768184325	6.204229525	3.541441163	5.024709131	10.06719214	6.559047136	7.880534016	8.724854272	14.40435631
TCGA-DR-A0ZL-01A	7.085772068	5.754887502	4.324657315	2.538204286	7.879348115	7.593132877	7.010836241	7.540573766	7.509960093	10.77803201
TCGA-DR-A0ZM-01A	8.412979685	8.527477006	6.590249959	5.447696983	6.810344485	9.212988106	8.197483541	7.907284018	7.559229491	11.28177557
TCGA-DS-A0VK-01A	6.221187218	6.14974712	4.144917408	2.135070966	6.411821592	9.034418519	7.007437465	7.941491901	9.107836548	13.56144966
TCGA-DS-A0VL-01A	7.898963667	7.807354922	6.828548464	5.29518261	6.432702187	9.338640175	8.034955512	7.930208299	8.141407405	11.76872714
TCGA-DS-A0VM-01A	7.432870778	6.781359714	4.686715771	4.132064114	4.961372086	8.943381436	7.953738341	7.120623061	8.231065667	13.61362934
TCGA-DS-A0VN-01A	9.254903392	9.649256178	7.797495082	4.586852182	5.585554466	11.06537928	8.384871979	8.378931525	8.811489026	13.48955367
TCGA-DS-A1O9-01A	7.705359571	8.700439718	6.537280971	5.073810452	4.684952704	11.50668463	7.006901641	7.804186681	9.014650295	13.9271489
TCGA-DS-A1OA-01A	8.084913567	8	5.78619612	3.720564916	6.569587572	10.14842214	8.43947824	7.486080117	7.946762942	12.96441335
TCGA-DS-A1OB-01A	6.75522393	5.523561956	5.119059474	2.578156528	5.528007342	9.855111704	5.855540272	6.135586425	7.735052572	12.11506977
TCGA-DS-A1OC-01A	7.53741031	7.988684687	6.559667084	5.067921889	6.25152125	10.03467361	6.429284572	7.40774192	7.730416997	11.27804562
TCGA-DS-A1OD-01A	10.41770483	11.50828999	8.867364955	6.318126316	8.923279172	10.53466274	8.390096423	7.548379893	8.512848851	14.28028373
TCGA-DS-A3LQ-01A	6.885402319	6.491853096	5.377243465	2.265151215	5.571841017	10.02022061	7.201997529	7.268216427	9.071305231	13.59401304
TCGA-DS-A5RQ-01A	7.40783334	7.845490051	4.586687033	2.769672916	4.830754619	9.033710293	8.036343593	7.204941279	7.371069747	11.57729214
TCGA-DS-A7WF-01A	6.2287933	6.108524457	4.333037403	2.572580167	6.907685578	8.215860838	6.07616317	6.652490294	8.243315468	13.37369626
TCGA-DS-A7WH-01A	6.184627228	7.366322214	4.660111979	3.18878383	4.712916155	7.092811886	4.47644413	8.415710293	8.872354487	14.50774944
TCGA-DS-A7WI-01A	6.096072069	5.857980995	4.498891289	4.16067988	4.129811198	8.737614584	5.929519543	7.953286686	7.055145571	10.37465023
TCGA-DT-5265-01A	5.576006752	4.087462841	4.077203317	2.010070966	4.156283542	9.28762056	5.300806722	7.121537556	8.401681729	14.34819776
TCGA-DU-5847-01A	7.179731098	5.169925001	5.085562749	3.142746705	4.811601105	10.4963829	3.671350052	7.217453846	9.164037438	11.55572728
TCGA-DU-5849-01A	5.067040067	4.392317423	5.679656377	1.629521702	4.889365852	9.363787024	2.62643994	6.752224229	9.599278359	10.27973721
TCGA-DU-5852-01A	5.170343319	4.247927513	5.653111868	2.058641627	3.625079782	10.10287908	3.495608755	6.755043814	10.29271171	11.99516794
TCGA-DU-5853-01A	5.786157563	4.906890596	6.416504617	1.927758096	4.334534763	10.24999501	5.810553807	7.033185429	9.162252106	10.59872128
TCGA-DU-5854-01A	5.643585449	5.459431619	5.495742512	2.117814313	4.711262418	10.23812525	2.729535088	7.572029585	9.987730391	12.52970721
TCGA-DU-5855-01A	4.253843879	3.321928095	5.577715963	2.076781216	3.460412542	10.17998139	3.444671041	6.425795665	9.217003297	9.781235672
TCGA-DU-5870-01A	3.76259557	2.584962501	4.674736413	1.192394851	3.185775817	9.730050109	1.863732392	5.872653618	10.01000172	10.89680869
TCGA-DU-5870-02A	3.923253387	3	5.184263047	1.534515551	3.305801618	8.447922382	3.202348567	6.160474102	9.10957054	9.936225898
TCGA-DU-5871-01A	3.607410892	1.584962501	4.874026188	2.32074932	2.461351205	10.2230942	3.141274107	6.385690455	8.822285929	8.865699371
TCGA-DU-5872-01A	5.072655524	4.584962501	6.13200689	2.727453783	4.694520375	9.84935154	3.801355771	7.318790608	9.853632786	10.10519642
TCGA-DU-5872-02A	7.852712492	7.330916878	6.5990658	3.978274677	5.332599941	11.36805536	8.53291871	7.012024874	9.502388035	13.22294247
TCGA-DU-5874-01A	3.575720989	2.584962501	5.023828419	2.110521315	3.604342429	8.401919178	3.432113278	6.328823386	9.633280084	10.43526576
TCGA-DU-6392-01A	5.361642505	4.459431619	6.238407363	2.173030515	4.287785163	9.980785785	2.984649012	7.459278002	10.16665563	12.87272891
TCGA-DU-6393-01A	3.778690415	1.584962501	5.828576764	2.018400616	3.677036811	8.466754351	3.224011745	6.029987628	9.708515075	10.43557766
TCGA-DU-6394-01A	2.367082216	1	5.281844542	1.74715999	3.042950267	8.919399916	3.123968139	6.738965585	9.510451546	9.714488586
TCGA-DU-6395-01A	4.553203367	3.584962501	4.879454932	0.90717348	3.882486936	9.668064338	2.581034422	6.284992583	8.619824986	9.284026712
TCGA-DU-6396-01A	5.765856609	5.044394119	8.028929105	3.947480926	3.850435766	11.55966362	3.888614457	6.794197294	9.068270095	10.75092045
TCGA-DU-6397-01A	4.454541026	3.584962501	4.961321224	1.456605622	4.692802641	9.060793592	4.277370334	7.077921474	9.915162504	10.28147181
TCGA-DU-6397-02A	3.857339248	3.169925001	5.568128321	2.811437604	4.463373314	8.353874543	3.451281568	5.97964519	9.977619075	11.24600559
TCGA-DU-6399-01A	3.745123209	3.700439718	5.347253648	1.58928069	3.348140445	10.29526528	2.276963016	6.237323332	9.606233846	10.45187207
TCGA-DU-6400-01A	4.583691283	3.321928095	6.005901725	2.369319981	4.129702962	8.891386485	2.943852218	6.526176466	9.569198076	10.14673032
TCGA-DU-6401-01A	3.72012321	2.807354922	4.920170296	2.448323825	2.797628037	8.988731774	3.081916805	6.752655053	10.26052276	10.28081413
TCGA-DU-6402-01A	6.115197046	6.658211483	5.777341114	1.942030902	3.241641428	9.925166998	3.985760297	6.228651536	9.812926871	12.59582439
TCGA-DU-6403-01A	4.90686668	3.700439718	5.578135472	1.938721876	3.763951372	10.33350934	2.890600356	6.030272157	9.220085851	9.729187198
TCGA-DU-6404-01A	5.608416146	4.321928095	4.115593739	2.428414106	3.631578958	9.377410799	3.728182348	6.633801365	10.55282061	12.02793947
TCGA-DU-6404-02A	6.771088832	5.392317423	4.839050486	2.478461255	4.005084376	10.02057767	4.19663532	6.617671007	10.03391408	12.51799616
TCGA-DU-6404-02B	3.745760548	2	4.970801902	1.521240625	2.642252251	7.578633559	2.840433314	5.498680725	9.19689485	13.06275042
TCGA-DU-6405-01A	4.065483688	3.584962501	4.27474358	1.653602336	3.101691827	9.409760188	2.317877708	6.534873777	8.927420604	11.57639463
TCGA-DU-6406-01A	4.939939763	2	4.865700805	2.949392613	3.048802874	9.253245645	3.219660763	6.184951651	10.14103129	11.334951
TCGA-DU-6407-01A	2.812355912	1	3.683749157	1.03217348	2.739440889	9.542760114	2.224418956	5.419825136	9.016681264	9.767071191
TCGA-DU-6407-02A	4.011515795	3	4.82370008	1.469360938	3.010272123	9.863477635	2.799424442	5.974169083	8.805186716	10.17935697
TCGA-DU-6407-02B	4.787319981	2.321928095	5.652706166	2.162401002	3.681632464	10.46155459	3.84104418	5.641146038	9.248580848	11.83123277
TCGA-DU-6408-01A	3.761285326	2.584962501	5.360149684	1.565200055	2.610330008	9.446358299	2.154135417	6.125494412	8.655979794	9.635207788
TCGA-DU-6410-01A	2.529820337	0	4.512444705	1.021240625	2.861724903	7.002920455	1.754579501	5.371241717	9.145834479	10.10743535
TCGA-DU-6542-01A	3.671952385	2.321928095	5.355668525	2.235521315	3.235990332	10.37889712	3.496087029	5.775528444	8.650547016	10.26736042
TCGA-DU-7006-01A	5.853392419	5.727920455	6.736904817	2.332722262	3.569499265	11.10110019	3.726109715	6.897458121	8.978156943	12.11582973
TCGA-DU-7007-01A	5.966579434	5.426264755	7.187787578	2.866695665	5.157509917	10.36998198	4.518387798	6.542377153	9.15554881	11.21161318
TCGA-DU-7008-01A	3.646055853	1.584962501	6.018944994	1.53217348	4.003052435	9.241858724	2.122027904	5.692319183	8.711432836	9.19437721
TCGA-DU-7009-01A	3.862485158	2.584962501	4.44536127	1.360521315	3.88092347	8.670559356	2.053654682	5.793731833	9.607405637	9.721811866
TCGA-DU-7010-01A	4.177649224	2.807354922	6.205298675	1.957722262	4.185188042	9.645251115	3.043890428	6.523026728	10.08783392	11.38768805
TCGA-DU-7011-01A	5.16398698	3.700439718	6.053170133	2.075829568	3.964826184	10.18729886	4.980378159	6.462491111	10.34734284	11.62984459
TCGA-DU-7012-01A	7.56694421	7.076815597	6.104507784	2.693052643	6.954391405	11.29874172	5.941172205	7.352622173	9.37838802	12.93104799
TCGA-DU-7013-01A	6.027740742	5.169925001	6.288517443	2.438721876	3.608255444	10.38045329	4.516200157	6.574204183	10.11506793	11.60979474
TCGA-DU-7014-01A	3.886160449	3.321928095	6.089602101	2.223404925	2.627709255	9.905224239	2.808884926	6.603679488	10.50324439	10.29492181
TCGA-DU-7015-01A	4.617996112	4.700439718	5.960076829	2.49339754	4.099388247	11.12835884	3.021734947	6.503463055	9.16699702	8.749783718
TCGA-DU-7018-01A	3.300389226	2.321928095	5.162588483	1.285675277	3.625631623	8.14776337	2.522905246	6.462386619	10.50015207	10.25901962
TCGA-DU-7019-01A	4.460429541	3	5.840364128	2.649144945	3.215346773	9.810761806	4.840120446	6.836131687	10.12988327	10.70351733
TCGA-DU-7290-01A	6.219152243	5.169925001	5.109296561	1.658604296	4.544635367	10.58790159	4.079500211	7.067834183	9.202047135	11.7532074
TCGA-DU-7292-01A	4.460756554	3.459431619	4.826797323	1.690200055	3.68319877	8.581182196	2.139604656	6.016831176	9.400948394	11.13425208
TCGA-DU-7294-01A	3.376204938	2.584962501	5.604387901	1.57347219	3.584314877	9.246256184	1.891085622	6.489143437	9.40080091	9.856268876
TCGA-DU-7298-01A	4.298085874	2.807354922	4.875473569	2.022488636	3.733384374	10.65109843	2.65745201	6.462123918	9.372067433	9.932321702
TCGA-DU-7299-01A	3.545586436	3.321928095	5.903033537	2.312885044	3.752582632	10.34745481	2.854746286	6.634684417	9.457058354	9.657181781
TCGA-DU-7300-01A	5.289804108	4.754887502	5.881941856	1.73379559	4.608271152	9.492041981	3.374345422	6.068827565	9.608814288	11.07522872
TCGA-DU-7301-01A	4.618524231	3.321928095	4.622098789	2.443843348	3.175750577	10.24686768	4.058883654	6.048905964	9.323001181	10.43366305
TCGA-DU-7302-01A	3.839840172	2.584962501	4.832429898	1.551703491	3.375983462	8.544936179	2.382053605	6.773617465	9.037036304	9.30567078
TCGA-DU-7304-01A	4.651317604	2.321928095	5.428435758	1.738361324	4.178241582	10.53428835	2.939397314	8.145563119	9.922030683	9.752374981
TCGA-DU-7304-02A	3.205265641	0	2.768003374	0.5	2.897512926	6.36156184	2.749111352	4.946716789	6.914589029	8.582793125
TCGA-DU-7306-01A	3.918855432	2.321928095	4.746098208	1.802527927	3.397070992	9.528269065	3.290720238	6.728006314	9.696480059	9.521342344
TCGA-DU-7309-01A	4.451466377	2	4.85167707	1.846461974	3.571145541	9.088860816	3.601163008	7.228798087	9.95142976	10.79394952
TCGA-DU-8158-01A	7.074650642	7.118941073	7.348719147	3.627665222	4.811342186	10.46426616	3.808417383	8.312761322	9.508085032	11.72551178
TCGA-DU-8161-01A	7.118117953	6.209453366	5.875013025	3.012311205	5.472181984	10.79055566	5.421046528	7.107354103	9.203496845	11.54874252
TCGA-DU-8162-01A	4.41234589	3	5.444433996	3.08425668	4.733051719	8.86996767	2.269386516	6.828046865	9.609766225	10.78150254
TCGA-DU-8163-01A	5.566581949	3.906890596	5.662870633	1.675675928	3.360998382	10.11341627	2.514342212	6.402685238	9.412180055	10.08822626
TCGA-DU-8164-01A	3.776868896	0	4.907246594	2.20532698	3.430032175	9.094151292	2.239451924	5.957927654	9.649280893	9.667587342
TCGA-DU-8165-01A	6.369031056	4.906890596	5.132326169	2.135725548	4.637807544	10.21240496	5.004189509	6.945325633	9.606565916	12.30414557
TCGA-DU-8166-01A	4.032445109	2.807354922	5.513141199	1.828156528	3.354518626	9.362316559	2.923818491	7.499555692	9.472006067	9.48198333
